content,score,sentiment_polarity,sentiment_subjective,sentiment_rating
ganti hape susah login gimana,5,0.0,0.0,Positive
mudah kantong,5,0.0,0.0,Positive
susah bener bener email sandi sudh pakai,1,0.0,0.0,Negative
bohong cashback cair cashback bibit cair stockbit cair numpang doank robot gitu2 doank sebal nanya solusi robot doank,1,0.0,0.0,Negative
bukti ragu iming iming,2,0.0,0.0,Negative
ribet maaf npwp hasil kali login pasword masuk pasword salah beku jam login salah,1,0.0,0.0,Negative
undang temen gmna,5,0.0,0.0,Positive
turunin bintang bikin event cashback kerja cashback masuk masuk kecewa,1,0.0,0.0,Negative
baguuus,5,0.0,0.0,Positive
tranfer gagal alas terima merespon,1,0.0,0.0,Negative
saldo minimarket indomaret alfamart biar mantul semangat ampun,5,0.9765625,0.5,Positive
sangatt kerennnn,5,0.0,0.0,Positive
orang miskin cari,3,0.0,0.0,Neutral
bantu transaksi mulus lesat,5,0.0,0.0,Positive
ayam,5,0.0,0.0,Positive
tolong data jgan salah nma klau tagih slah dta tanggung jwab,1,0.0,0.0,Negative
hasil uang mantap pokok,5,0.0,0.0,Positive
jelek jaring bagus bilang koneksi buruk,1,0.0,0.0,Negative
asik,1,0.0,0.0,Negative
muas,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
mantap beneran dapet cashback bibit,5,0.0,0.0,Positive
mantap ribet sarat,4,0.0,0.0,Positive
batu transaksi pokok keren,5,0.0,0.0,Positive
mantap nyesel download sukses sejahtera,5,0.0,0.0,Positive
ribet login susah ampun,1,0.0,0.0,Negative
mantap ngalahin belah warna biru,5,0.0,0.0,Positive
akun susah masuk login tolong hapus data nama asep salah tagih ber tanggung,1,0.0,0.0,Negative
mantapzzz,5,0.0,0.0,Positive
2022 daftar online prose cepat ramah transaksi online sempurna atm fisik mesin atm sukses dasar,5,0.0,0.0,Positive
bonus 100rb nunggunya sukses,4,0.0,0.0,Positive
mantaps cashback,5,0.0,0.0,Positive
enak pakenya gunain kantong,4,0.0,0.0,Positive
akun ambil alih lapor,5,0.0,0.0,Positive
auto uninstall,1,0.0,0.0,Negative
bantu lp password lupa sandi masuk data salah data,2,0.0,0.0,Negative
mudah,4,0.0,0.0,Positive
tambahin fitur qris,5,0.0,0.0,Positive
hadiah semangat gabung mudah mudah milik,1,0.0,0.0,Negative
mantuul,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
gabisa buka blok,1,0.0,0.0,Negative
kasih bintang,5,0.0,0.0,Positive
erro transfer uang kirim saldo,1,0.0,0.0,Negative
kmaren chat email cashback masuk nyesel ngundang orang daftar,1,0.0,0.0,Negative
pasang daftar coba login pin password notif pin password salah rubah password password salah login copot pakai data daftar tagih tanggung lapor kpd wajib legal ilegal,1,0.2,0.2,Negative
tolong saldo minimarket,3,0.5,0.5,Neutral
ntap,5,0.0,0.0,Positive
bantu,1,0.0,0.0,Negative
aneh sesi verifikasi video call alas video burem gambar coba kali,1,0.0,0.0,Negative
bagus bos,4,0.0,0.0,Positive
bagus banget,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
kenal,1,0.0,0.0,Negative
install gagal,1,0.0,0.0,Negative
aman bantu,4,0.0,0.0,Positive
data tolong hapus data nama ilham daftar,2,0.0,0.0,Negative
matap fiturnya lumayan lengkap poko,5,0.0,0.0,Positive
bess,5,0.0,0.0,Positive
baguss,5,0.0,0.0,Positive
2022 kembang system,5,0.7,0.6000000000000001,Positive
bonus undang masuk,5,0.0,0.0,Positive
thank you bonus 100rb terima,5,0.0,0.0,Positive
mudah,5,0.0,0.0,Positive
mantul,5,0.0,0.0,Positive
mantap pakek link kirim rekening bingung gimana pakek link alfamart,5,0.5,0.5,Positive
recomended bnget bro,5,0.0,0.0,Positive
jelek,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
kasih,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
prose cepat transaksi nyaman,5,0.5,0.5,Positive
bantu nabung fiturnya manfaat,5,0.0,0.0,Positive
mantab,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
ambil hadiah buka rekening masuk code hadiah,5,0.0,0.0,Positive
keren kartu debit kirim,5,0.0,0.0,Positive
bibit,5,0.0,0.0,Positive
alam,1,0.0,0.0,Negative
muas,5,0.0,0.0,Positive
coba,4,0.0,0.0,Positive
ngadain event bayar cashback gojek masuk minggu minggu dm ig gabales dm fb gabales gmail gabales gajelas bangettttt,1,0.0,0.0,Negative
mantapppp,5,0.0,0.0,Positive
godd,5,0.0,0.0,Positive
mantap saran mudah tampilanya,5,0.0,0.0,Positive
pt tbk coba fitur kendala lancar benah ketik pin login jeda detik harap transaksi finansial notifikasi email lambat mohon kerjasama mini market layan setor tunai nasabah,4,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
mudah dipake efisien bonus bonus 100rb,5,0.0,0.0,Positive
coba,3,0.0,0.0,Neutral
mantaaap,5,0.0,0.0,Positive
bantu,1,0.0,0.0,Negative
muas,5,0.0,0.0,Positive
cashback,5,0.0,0.0,Positive
buka rekening lgsung cash back 50k,5,0.0,0.0,Positive
mantep cashback,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
buru download bagussss,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
email email balas palsu sampe sandi kasih kirain asli rawan banget data,1,0.0,0.0,Negative
mantulll,5,0.0,0.0,Positive
enak nyaman,5,0.0,0.0,Positive
registrasi ribet,3,0.0,0.0,Neutral
apl bagus,4,0.0,0.0,Positive
ribet make nyaa promo nyaa nyaa,5,0.0,0.0,Positive
mudah cepat transfer transaksi mudah cepat,5,0.0,0.0,Positive
error login perangkat pdahal email password bilang perangkat verifikasi uninstall nabung,1,0.0,0.0,Negative
bagus,5,0.5,0.5,Positive
mudah transaksi lancar jaya promo dapet rp 100rb beneran dapet,5,0.0,0.0,Positive
100rbnya masuk eventnya biar,5,0.0,0.0,Positive
lumayan cepet transaksi,5,0.0,0.0,Positive
bayar rekening susah terima tingkat,4,0.0,0.0,Positive
event tipu2,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
asa ribet apknya ampun,5,0.0,0.0,Positive
waspada,1,0.0,0.0,Negative
tingkat transaksi,3,0.0,0.0,Neutral
bintang kasih,5,0.0,0.0,Positive
daftar isi data logout,1,0.0,0.0,Negative
mudah cepat,5,0.0,0.0,Positive
bantu investasi,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
okeeee,5,0.0,0.0,Positive
ngerti,5,0.0,0.0,Positive
henti prose daftar langkah jadwal video call masuk henti tutup,3,0.0,0.0,Neutral
bagus,3,0.0,0.0,Neutral
hallo knpa login tulisanya koneksi internet putus sinyal bagus lho tiktok facebook ig line wa yt dll bagus lho,1,0.0,0.0,Negative
php ngadain event bayar,1,0.0,0.0,Negative
kasih bonus refferal 10 masuk kecewa,1,0.0,0.0,Negative
buka rekening desember bibit sampe casback,1,0.0,0.0,Negative
tolong download daftar ngapa hp email daftar,5,0.0,0.0,Positive
jagan download,1,0.0,0.0,Negative
manfaat,5,0.0,0.0,Positive
cashback masuk pdhl undang teman,3,0.5,1.0,Neutral
nyaman beneran cashback 50rb bikin akun via bibit fitur qris saran sii atur perintah saldo gopay hubung langsung kantong transfer biaya transfer 500 isi gopay pindahin kantong biaya murah hehehe,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
kartu kredit visa ribet,5,0.0,0.0,Positive
daftar selesai login si sandi salah daftar ktp takut beres mohon baca kalo akun nama kalo aju hutang terima bertanggungjawab polisi tolong teliti aplikasi2 sangkut simpan uang tipu jahat play store,1,0.0,0.0,Negative
maaf ngerti hubung bibit susah,3,0.0,0.0,Neutral
bagus,5,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
transaksi mesin edc gagal saldo potong email bantu kerja minggu konfirmasi,1,0.0,0.0,Negative
komentar knapa 99 takut buka acc vc tabung transaksi mohon bla ad nama nan mohon tolak,1,0.0,0.0,Negative
makan bintang misi line,1,0.0,0.0,Negative
godd,5,0.0,0.0,Positive
dpet bonus sabar mantep pokok mantep pokok,5,0.35,0.4,Positive
hacker tolong,1,0.0,0.0,Negative
kartu rumah wilayah jabodetabek maksimal kirim tolong tindak,1,0.0,0.0,Negative
mohon maaf tipu mengatasnamakan tawar pinjam aneh link web kasih connect otp resmi akun rekening masuk dana mudah mohon team proses lapor lapor resmi via dana terima kasih harap hati hati,1,0.0,0.0,Negative
bngst,1,0.0,0.0,Negative
tingkat,4,0.0,0.0,Positive
pakai biaya admin operasi mudah,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
ngebug susah transaksi,3,0.0,0.0,Neutral
minggu cashbek muncul,1,0.0,0.0,Negative
mntap,5,0.0,0.0,Positive
bintang,2,0.0,0.0,Negative
coba,1,0.0,0.0,Negative
sampah download daftar login aneh,1,0.0,0.0,Negative
verifikasi ktp bikin emosi tetep,1,0.0,0.0,Negative
hubung bibit otp tulis maksutnya gimana,2,0.0,0.0,Negative
puas,5,0.0,0.0,Positive
layan muas customer wa email instagram respon tele tele promonya penuh syarat bilang penuh doang,1,0.2,0.6,Negative
mantap,5,0.0,0.0,Positive
dwonlod baca,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
reward dpt pdhl de,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
coba daftar gojek gagal coba langsung gagal terang email telepon pakai bug iniii,3,0.0,0.0,Neutral
mantap,5,0.0,0.0,Positive
verifikasi whatsapp email payah,2,0.0,0.0,Negative
lupa pin gimana solusi,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
mantapp,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
maaf,1,0.0,0.0,Negative
suka suka,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
prose cepat,5,0.0,0.0,Positive
prose cepet video call cepet mudah2an lancar,5,0.0,0.0,Positive
tolak alas isi data lengkap upload ktp video call ujung miri,1,0.0,0.0,Negative
ribet hidup ribet customer service belit belit lempar recommended,1,0.0,0.0,Negative
istimewa,5,0.0,0.0,Positive
membntu,5,0.0,0.0,Positive
mudah prose daftar,5,0.0,0.0,Positive
smpai sekrng blum dpat chasbak 50rbu sudh minggu,2,0.0,0.0,Negative
teman hasil selesai registrasi penuh syarat laku staf cashback refreal suruh cek riwayat transaksi cek detail detail hitung brapa teman pasu kode refreal hitung orang masuk cashback refreal masuk tanggal 14 skarang,3,0.0,0.0,Neutral
terima kasih menguninstal abank data yng lanjur masuk tolong hapus salah,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
casback pending,3,0.0,0.0,Neutral
jos,5,0.0,0.0,Positive
apknya keren banget,5,0.0,0.0,Positive
percaya notifikasi promo dapet uang 3x dapet promo tsb zonk dapet sesuai tipu konsumen nama,1,0.5625,0.5,Negative
daftar bibit dapet cashback hahahah gajelas,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
kecewa reward cashback bayar alas penuh syarat sesuai bayar promo php tipu,1,0.0,0.0,Negative
akun nama vido saputra buka hasil daftar tagih mengatasnamakan tanggung uninstal,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
bagus,4,0.0,0.0,Positive
rugi nasabah akun ambil alih uang saldo kuras habis transfer pay oknum bahaya,1,0.0,0.0,Negative
akun buka mohon aman data salah tanggung,2,0.0,0.0,Negative
eventnya nipu gan donwload,1,0.0,0.0,Negative
kantong hapus masuk uang saldo lenyap gimana wa tindak telpon pulsa progres email bintang,1,0.0,0.0,Negative
bagus akun langsung kunci,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
tranfer dana nomor cari,3,0.0,0.0,Neutral
mntap,5,0.0,0.0,Positive
bagus pergi kartu atm hp,5,0.0,0.0,Positive
hapus data jngan lapor,1,0.0,0.0,Negative
masuk ganti hp nomer hp bener email bener pasword jga bener nyampe ganti pasword ektp tetep gimana ganti akun tetep daftar doang bintang gin,1,0.0,0.0,Negative
login rebet gara2 ganti hp susah login emal pasword benah suruh cek email notifnya masuk mending neo,1,0.0,0.0,Negative
daftar prose cepet kirim kartu cepet smoga depa thanks,5,0.6333333333333333,0.3666666666666667,Positive
batu pokok,5,0.0,0.0,Positive
bagus banget,5,0.0,0.0,Positive
ribet daftar video call kampung jaring jelek cari jaring bagus next ntar full b5,4,0.175,0.275,Positive
markotop,5,0.5,0.5,Positive
mantab,5,0.0,0.0,Positive
mantap benar2 kasih reward nasabah cashback 50k,5,0.0,0.0,Positive
aneh susah vc internet stabil gilir vc gagal alas koneksi stabil data sinyal tetep wifi plis sulit,2,0.0,0.0,Negative
mohon maaf hapus mohon simpan data,5,0.0,0.0,Positive
layan komplain bintang komplain bantu follow mending belah,1,0.0,0.0,Negative
baguss,5,0.0,0.0,Positive
cashback manfaat,5,0.0,0.0,Positive
ribet,4,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
muas,5,0.0,0.0,Positive
terima kasih,5,0.0,0.0,Positive
bantu maju mantap,5,0.0,0.0,Positive
kyc unistall,3,0.0,0.0,Neutral
lumayan wawas beda,5,0.0,0.0,Positive
mantap semuga kembang,5,0.0,0.0,Positive
prose mudah cepat,5,0.5,0.5,Positive
bagus,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
puas,5,0.0,0.0,Positive
keren buka cashback,5,0.0,0.0,Positive
bi bantu modal usaha tuju,5,0.0,0.0,Positive
ajar investasi,5,0.0,0.0,Positive
keren kasih jatah free transfer tarik tunai mantap banget pokok,5,0.4,0.8,Positive
mantap,5,0.0,0.0,Positive
poko,5,0.5,0.5,Positive
mantap,5,0.0,0.0,Positive
sukses trs,5,0.0,0.0,Positive
mksih,5,0.0,0.0,Positive
cool,5,0.35,0.65,Positive
mantap,5,0.0,0.0,Positive
mantab gan kasih saran tingkat apl cek lai,5,0.0,0.0,Positive
keren bonus,5,0.0,0.0,Positive
terima kasih mudah,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
banget mantep banget,5,0.0,0.0,Positive
mantapp,5,0.0,0.0,Positive
bagus nihh,5,0.0,0.0,Positive
mantap poko,5,0.0,0.0,Positive
joss lumayan pulsa,5,0.0,0.0,Positive
mantul alias mantap,5,0.0,0.0,Positive
bantu ber invest mudah percaya,5,0.0,0.0,Positive
kode otp lambat kirim,1,0.0,0.0,Negative
siiip,4,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
transfer koq temu riwayat,1,0.0,0.0,Negative
biar langsung baca hapus akun ktp macem diapus daftar masuk masuk,5,0.0,0.0,Positive
log,1,0.0,0.0,Negative
bagus banget,1,0.0,0.0,Negative
parah vc signal full koneksi gagal minggu coba vc libur kali,1,0.0,0.0,Negative
lot,2,0.0,0.0,Negative
cashback masuk kerja komplain via wa ig email balas chat template kece langsung telfon gabisa nomor putar salah,1,0.0,0.0,Negative
mohon respon,1,0.0,0.0,Negative
beli saham kira2 mudah2 cepat,5,0.0,0.0,Positive
buka akun bibit dapet 50 000 saldo syarat tolak tipu hebat luck,1,0.7,0.6000000000000001,Negative
banget verifikasi doang,1,0.0,0.0,Negative
gratis setor kalo nambah saldo transfer rekening bayar admin bintang kalo fitur setor tunai isi saldo gratis tambahin,2,0.5,0.5,Negative
minggu daftar iseng login masuk daftar ngehubungin respon,1,0.0,0.0,Negative
bonus,5,0.0,0.0,Positive
bikin rekening enak selfie prose cepat nyampe menit lngsung bsa transaksi puas banget nama bikin nasabah ribet tele tele maju terusss sukses jagoooo,5,0.0,0.0,Positive
data hapus response tdi wa pakai nama bayar uang adminya bener,1,0.0,0.0,Negative
bagus bagus bagus,4,0.0,0.0,Positive
mantap bagus,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
kendala mantap,5,0.0,0.0,Positive
bagus,4,0.0,0.0,Positive
ribet,1,0.0,0.0,Negative
bohong,2,0.0,0.0,Negative
tolong terima kode referal,1,0.0,0.0,Negative
coba tau acc,5,0.0,0.0,Positive
bagus suka,5,0.0,0.0,Positive
buka rekening mudah tinggal verivikasi video call investasi mudah tinggal hubung bibit,5,0.0,0.0,Positive
mantap cashbacknya,5,0.0,0.0,Positive
bagus kartu atm nambah kartu,5,0.0,0.0,Positive
kartu debit fungsi iming,2,0.0,0.0,Negative
amanah,4,0.0,0.0,Positive
nyesel umur kalo download,5,0.0,0.0,Positive
bug force close mulu login,1,0.0,0.0,Negative
suport layan,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
mantap poko,5,0.0,0.0,Positive
ngadain event,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
daftar masuk force close update bug,1,0.0,0.0,Negative
gim cra isi saldo mudah konsumen pakai tsb,3,0.0,0.0,Neutral
masuk tulis henti gitu melulu,2,0.0,0.0,Negative
verifikasi gagal nomor verifikasi masuk coba,1,0.0,0.0,Negative
solusi gimana otp hp mati,1,0.0,0.0,Negative
download hp masuk buka terang hp root tarik dana rekening,1,0.0,0.0,Negative
mudah nyaman gx nyesel,5,0.0,0.0,Positive
kecewa instal uang atm tarik uangg,1,0.0,0.0,Negative
tolong masukin pin habis,1,0.0,0.0,Negative
rangin bintang kalah alfamart indomaret enak kalo mudah mudah orang minat tolong fitur alfamart laen dana gopay ovo jenis mudah enak,3,0.5,0.5,Neutral
knapa akun kena retas masuk trus masuk tau smua aset pribadi nama tanggung pakai aset,1,0.0,0.0,Negative
mantap pkonya,5,0.0,0.0,Positive
mantap simpel mudah,5,0.0,0.0,Positive
bagus,4,0.0,0.0,Positive
buka blok pin salah paswod ganti paswod ndak tolong info dana tahan,3,0.0,0.0,Neutral
bantu butuh modal usaha,5,0.0,0.0,Positive
recomended suka invest bibit mantapz,5,0.0,0.0,Positive
bagus,4,0.0,0.0,Positive
mantaaaaaap untung,5,0.0,0.0,Positive
ganggu mu ngambil,5,0.0,0.0,Positive
undang teman bibit kyc teman reward 50k bibit cashback dapet 25k dapet dapet kerja customer servicenya lambat,1,0.0,0.0,Negative
mantappppppp,5,0.0,0.0,Positive
suka,5,0.0,0.0,Positive
digital manteppp,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
mantap lumayan chasback,5,0.0,0.0,Positive
puas layan,5,0.0,0.0,Positive
bagus,1,0.0,0.0,Negative
allhamdulillah transaksi mudah,5,0.0,0.0,Positive
kendala login salah blum ubah pasword bsa coba,1,0.0,0.0,Negative
sukses suka layan cepat ramah,5,0.0,0.0,Positive
bagus bantu dlm transaksi,5,0.0,0.0,Positive
mantapp,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
cb masuk tipu,1,0.0,0.0,Negative
maaf kasih bintang coba layananya muas ajak kerja nti tambahin,3,0.0,0.0,Neutral
lawan,5,0.0,0.0,Positive
aju tolak data masuk vc salah sy terang salah dmana bnyak nerima pesan sy smua data masuk hapus smua jngan salah,2,0.0,0.0,Negative
mantap dapet cashback 50k,5,0.0,0.0,Positive
okk,5,0.0,0.0,Positive
mantap cashback,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
mantep,5,0.0,0.0,Positive
depa,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
selamat juang,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
baguss,5,0.0,0.0,Positive
coba pinjol ggl trs,5,0.0,0.0,Positive
buka foto ktp katany mudah,1,0.0,0.0,Negative
bagus banget,4,0.0,0.0,Positive
mantaf,5,0.0,0.0,Positive
verifikasi suara,2,0.0,0.0,Negative
ol,5,0.0,0.0,Positive
besttt bangett suka banget fitur autosave nabung gampang target sesuai estimasi sesuai plus bangett buru buka rekening biar nikmatin unggul thanks,5,0.2,0.2,Positive
kasih bintang kendala transaksi tahan,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
tolong cek orang login pakai email lapor tau2 aktif trus lapor transaksi orang kirim lapor email respon,1,0.0,0.0,Negative
daptar,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
susah masuk data harap jaga,5,0.0,0.0,Positive
sangt membntu bagus,5,0.0,0.0,Positive
muter muter ribet nyoba sulit,1,0.0,0.0,Negative
pinjeman tolak nama bi ceking pinjeman 800 000 tolong konfirmasi,1,0.0,0.0,Negative
mantull bantu,5,0.0,0.0,Positive
pinjam dana,1,0.0,0.0,Negative
buka akses pitur2 mohon,1,0.0,0.0,Negative
layanin publik gausa bikin verifikasi selesai2 nanya kendala nyoba verifikasi gagal gt kode referal dipake,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
promonya tarik bilang lumayan iming2 promo dowload gilir salah tangan lambat komplen email respon telpon buang2 pulsa uang 1jt saldo parah banget sangka bintang orang doang alami lambat,1,0.0,0.0,Negative
bonus kode referral bibit invite,2,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
manteb,5,0.0,0.0,Positive
mantap sukses,5,0.0,0.0,Positive
sukses mudah cepat,5,0.0,0.0,Positive
tolong akun non aktif akun hack orang,2,0.0,0.0,Negative
untung ad bonus,5,0.0,0.0,Positive
mantappp,5,0.0,0.0,Positive
coba,1,0.0,0.0,Negative
aju pinjam,3,0.0,0.0,Neutral
download sampe sesal layan jelek eventnya php tunggu 7hari cashback masuk sia sia daftar,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
mohon blokir akun akun orang kenal tanggung,5,0.0,0.0,Positive
ajib,5,0.0,0.0,Positive
bibit gagal payah,1,0.0,0.0,Negative
sengaja daftar bibit promo cashback 50 000 besok masuk cb kalo ganti bintang jgn tipu daya,1,0.0,0.0,Negative
pinjam tolong hapus data sistem,1,0.0,0.0,Negative
bingung aktifasinya,3,0.0,0.0,Neutral
bagus,4,0.0,0.0,Positive
digital inovatif cepat cuan,5,0.0,0.0,Positive
ngundang orang 15 ngundang orang 15,4,0.0,0.0,Positive
keren ahh awas kalo sampe bonus2nya hilang hehehehe,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
mudah praktis,5,0.0,0.0,Positive
error daftar lupa password data data sesuai burik apknya,1,0.0,0.0,Negative
perfecto,5,0.0,0.0,Positive
kait akun tida login kali login masuk nomor stelah suka close coba hapus data coba hasil coba login perangkat hasil developer saran nyaman salam saran hormat,2,0.0,0.0,Negative
manfaat poko,5,1.0,0.3,Positive
muas misi selesai langsung hadiah voucher kartu fisik proses cepat,5,0.0,0.0,Positive
can with why here fine this,1,0.20095486111111116,0.7222222222222222,Negative
mantap,5,0.0,0.0,Positive
sukses,5,0.0,0.0,Positive
mantappp,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
cocok,5,0.0,0.0,Positive
ajh cashback done,4,0.5,0.5,Positive
reward bibit masuk masuk,1,0.0,0.0,Negative
mantap mantap,5,0.0,0.0,Positive
mantapppp banget dahh bonus hehehe,5,0.0,0.0,Positive
mntaap prose aktivasi ribet beda bank2 vdio call,5,0.0,0.0,Positive
bagus bnget,5,0.5,0.5,Positive
senang mudah kena biaya kalo transaksi suskes trus,5,0.0,0.0,Positive
mantap dahhh,5,0.0,0.0,Positive
layan mantul,5,0.0,0.0,Positive
sengaja hapus install susah banget login masukin nomor bener email bener tinggal notifikasi muncul2 sampek sampek cobak 10 kali sihhhh,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
goodluck,2,0.0,0.0,Negative
lumayan bagus,4,0.0,0.0,Positive
tap,5,0.0,0.0,Positive
sukses slalu bangga bangsa,5,0.0,0.0,Positive
buang buang kuota daftar,1,0.0,0.0,Negative
sukses,5,0.0,0.0,Positive
mohon prose cepat mantap,4,0.0,0.0,Positive
maksih cashbacknya,5,0.0,0.0,Positive
baikkk,5,0.0,0.0,Positive
puass,5,0.0,0.0,Positive
download pakai scam tarik promo gopay transaksi rp10 000 dapet reward janji sesuai syarat tau cashback 40k masuk masuk kerja masuk reward topup 000 tanggal 31 januari 2022 ganti 15 februari 2022 kecewa banget,1,0.0,0.0,Negative
kali prose aktivasi minggu selesai konfirmasi instal,1,0.0,0.0,Negative
percaya,5,0.0,0.0,Positive
daftar akun,1,0.0,0.0,Negative
bagus bangat rekomendasi,5,0.0,0.0,Positive
senang terima kasih,5,0.0,0.0,Positive
mantap gratis biyaya super duper mantap tingkat,5,0.3333333333333333,0.6666666666666666,Positive
biaya kirim rekening mahal 500 500 rugi nasabah tari atm gagal hitung layan kompatibel efesien,1,0.0,0.0,Negative
rekomendasi nyimpen uang untung,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
baikk,5,0.0,0.0,Positive
sukses,5,0.6,1.0,Positive
mantap,5,0.0,0.0,Positive
terima kasih bagus aman,5,0.0,0.0,Positive
mantapp banget,5,0.0,0.0,Positive
bonus promo 15k ajak teman dapet sampe aju nanya respond,1,0.0,0.0,Negative
manfaat bagus dapet hasil,5,1.0,0.3,Positive
transaksi biaya mantap,5,0.0,0.0,Positive
gan,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
fitur kirim uang va virtual account,4,0.0,0.0,Positive
maaf puas bener transaksi gratis ngisi saldo kena biaya admin gopay kena admin masak 6rb,1,0.0,0.0,Negative
langsung kasih bintang baca cepat acc biaya biaya multi terima kasih,5,0.0,0.0,Positive
cuman enak tanggal 10 cb masuk,2,0.0,0.0,Negative
bingung login langsung crash otomatis apknya,1,0.0,0.0,Negative
masuk gopay visa fisik kirim gausah download,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
tolong sgera perbaikin link rame rame,1,0.0,0.0,Negative
daftar via bibit salah coba,1,0.0,0.0,Negative
lahh pokonyaaa tingkat kalo tingkat akuu kasihh bintang nihh,4,1.0,0.3,Positive
mantap,5,0.0,0.0,Positive
coba ikutin promo bibit ikutin syarat undang cashback 50k undang bilang penuh syarat cashback atur aneh penuh syarat cashback,1,0.0,0.0,Negative
bantu,5,0.0,0.0,Positive
koin,5,0.0,0.0,Positive
auto masukin sampah,1,0.0,0.0,Negative
isi data lengkap suruh isi data ribet mending download neo gampang uang,1,0.0,0.0,Negative
sngat bantu sekli,5,0.0,0.0,Positive
selamat malam mohon maaf ribu maaf hormat nama daftar mohon bantu data pribadi akun nama hapus mohon bantu hormat,5,0.0,0.0,Positive
kasih rating karna milik akun developer tida login akun coba beda tida masuk kali login nomor masuk close inti masuk,3,0.0,0.0,Neutral
goood mantap bonus cashback dapet ribet maju,5,0.0,0.0,Positive
mantap rekomendasi banget,5,0.0,0.0,Positive
kasih cashback biar bintang bicara,2,0.0,0.0,Negative
duit,5,0.0,0.0,Positive
cocok,5,0.0,0.0,Positive
close,1,-0.30000000000000004,0.2,Negative
mudah untung,5,0.0,0.0,Positive
bner,5,0.0,0.0,Positive
bayar va tambahin,5,0.0,0.0,Positive
bagus cashbacknya,5,0.0,0.0,Positive
akun dihack,1,0.0,0.0,Negative
thanks jaya,5,0.35,0.4,Positive
terima cashback bibit kejut daftar bibit beli reksadana syarat laku bilang penuh syarat kalo gabisa bayar reward event kecewa,1,0.0,0.0,Negative
mantep chasback 50 rb hoax,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
sunggu bagus bonus,4,0.0,0.0,Positive
password transaksi salah masukinnya,3,0.0,0.0,Neutral
gimana saldo isi saldo,1,0.5,0.5,Negative
mantap,5,0.0,0.0,Positive
tampil responsif tingkat nyaman,5,0.0,0.0,Positive
bagus lot banget servernya tolong,3,0.0,0.0,Neutral
log pin salah pas salah ganti pas salah ayam,1,0.0,0.0,Negative
gagal transfer topup,3,0.0,0.0,Neutral
yuk download daftar dapet cashback 50k,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
bagus bangat,5,0.0,0.0,Positive
br buka liat markotop,5,0.5,0.5,Positive
